Ano;Mês;Dia;Cod;QTDE;PREC;;;
2015;3;2;12500;25.368;R$ 25,27;;;
2015;3;2;12300;3.352;R$ 19,71;;;
2015;3;2;15300;121.000;R$ 7,14;;;
2015;3;2;12100;8.490;R$ 3,19;;;
2015;3;2;15100;92.000;R$ 7,55;;;
2015;3;2;15500;101.000;R$ 14,93;;;
2015;3;2;12600;28.447;R$ 38,07;;;
2015;3;2;12100;10.239;R$ 3,19;;;
2015;3;3;15500;88.000;R$ 14,93;;;
2015;3;3;15400;86.000;R$ 7,99;;;
2015;3;3;15300;121.000;R$ 6,93;;;
2015;3;3;12500;7.895;R$ 25,27;;;
2015;3;3;15200;37.000;R$ 71,40;;;
2015;3;3;15400;13.000;R$ 7,99;;;
2015;3;3;12200;18.969;R$ 26,92;;;
2015;3;3;12500;30.255;R$ 25,27;;;
2015;3;3;12300;29.206;R$ 19,71;;;
2015;3;3;15200;144.000;R$ 66,94;;;
2015;3;3;15700;106.000;R$ 8,30;;;
2015;3;3;12400;31.422;R$ 16,31;;;
2015;3;3;15800;56.000;R$ 5,07;;;
2015;3;3;12600;2.392;R$ 37,76;;;
2015;3;3;12100;14.675;R$ 3,19;;;
2015;3;3;12700;1.198;R$ 4,56;;;
2015;3;3;15700;93.000;R$ 7,97;;;
2015;3;3;12300;1.671;R$ 18,75;;;
2015;3;3;15200;22.000;R$ 66,94;;;
2015;3;3;15600;20.000;R$ 9,82;;;
2015;3;3;12800;3.378;R$ 9,71;;;
2015;3;3;12600;9.566;R$ 35,84;;;
2015;3;3;15600;93.000;R$ 9,79;;;
2015;3;3;12600;25.782;R$ 35,46;;;
2015;3;3;12400;19.121;R$ 16,31;;;
2015;3;3;15500;1.000;R$ 14,93;;;
2015;3;3;15100;4.000;R$ 7,55;;;
2015;3;3;12800;29.269;R$ 9,71;;;
2015;3;3;12500;23.292;R$ 25,27;;;
2015;3;3;15700;2.000;R$ 8,36;;;
2015;3;3;15400;24.000;R$ 7,99;;;
2015;3;3;15600;55.000;R$ 9,79;;;
2015;3;3;15700;5.000;R$ 7,97;;;
2015;3;3;15300;109.000;R$ 7,79;;;
2015;3;3;15600;18.000;R$ 9,22;;;
2015;3;3;12200;3.121;R$ 25,07;;;
2015;3;3;12200;5.738;R$ 28,67;;;
2015;3;3;15800;36.000;R$ 5,37;;;
2015;3;4;12300;29.521;R$ 19,39;;;
2015;3;4;15800;11.000;R$ 5,07;;;
2015;3;4;12700;3.339;R$ 4,71;;;
2015;3;4;15500;50.000;R$ 14,93;;;
2015;3;4;15300;6.000;R$ 7,33;;;
2015;3;4;15500;50.000;R$ 14,93;;;
2015;3;4;12100;20.596;R$ 3,19;;;
2015;3;4;15500;137.000;R$ 15,38;;;
2015;3;4;15400;123.000;R$ 7,99;;;
2015;3;4;15200;12.000;R$ 62,98;;;
2015;3;4;15700;63.000;R$ 7,97;;;
2015;3;4;15100;3.000;R$ 8,05;;;
2015;3;4;12500;4.405;R$ 25,27;;;
2015;3;4;15700;92.000;R$ 7,87;;;
2015;3;4;15600;116.000;R$ 9,79;;;
2015;3;4;12500;12.972;R$ 26,42;;;
2015;3;4;12200;22.669;R$ 26,92;;;
2015;3;4;12800;5.732;R$ 9,71;;;
2015;3;4;12200;28.744;R$ 26,92;;;
2015;3;4;12300;18.589;R$ 19,71;;;
2015;3;4;12300;29.246;R$ 20,79;;;
2015;3;4;12100;13.661;R$ 3,32;;;
2015;3;4;15400;37.000;R$ 7,99;;;
2015;3;4;15600;83.000;R$ 10,12;;;
2015;3;4;15700;110.000;R$ 7,97;;;
2015;3;4;12600;6.122;R$ 37,76;;;
2015;3;4;15500;119.000;R$ 14,93;;;
2015;3;4;15300;87.000;R$ 7,33;;;
2015;3;4;12200;20.117;R$ 26,92;;;
2015;3;4;12500;31.891;R$ 24,70;;;
2015;3;4;15500;35.000;R$ 14,89;;;
2015;3;4;15100;112.000;R$ 7,55;;;
2015;3;4;15200;19.000;R$ 67,13;;;
2015;3;4;12700;31.974;R$ 4,25;;;
2015;3;4;12700;3.127;R$ 4,56;;;
2015;3;4;12400;8.806;R$ 16,31;;;
2015;3;5;15500;64.000;R$ 14,93;;;
2015;3;5;12500;16.264;R$ 23,67;;;
2015;3;5;15200;6.000;R$ 63,66;;;
2015;3;5;12100;28.704;R$ 3,18;;;
2015;3;5;12300;6.819;R$ 19,71;;;
2015;3;5;15200;129.000;R$ 66,94;;;
2015;3;5;15500;134.000;R$ 15,31;;;
2015;3;5;15200;79.000;R$ 66,94;;;
2015;3;5;12300;8.154;R$ 21,18;;;
2015;3;5;15800;67.000;R$ 5,07;;;
2015;3;5;12600;22.606;R$ 37,76;;;
2015;3;5;12100;7.078;R$ 3,19;;;
2015;3;5;12600;25.403;R$ 37,76;;;
2015;3;5;15100;80.000;R$ 7,80;;;
2015;3;5;12100;29.664;R$ 3,19;;;
2015;3;5;15500;96.000;R$ 15,72;;;
2015;3;5;15500;133.000;R$ 14,75;;;
2015;3;5;15500;2.000;R$ 14,93;;;
2015;3;5;12500;11.705;R$ 25,91;;;
2015;3;5;15300;101.000;R$ 7,33;;;
2015;3;5;15600;3.000;R$ 9,79;;;
2015;3;5;15100;95.000;R$ 7,55;;;
2015;3;5;15500;108.000;R$ 15,59;;;
2015;3;5;15300;11.000;R$ 7,33;;;
2015;3;5;15200;148.000;R$ 68,06;;;
2015;3;5;15400;70.000;R$ 7,99;;;
2015;3;5;12200;24.698;R$ 27,89;;;
2015;3;5;15400;19.000;R$ 8,15;;;
2015;3;5;12800;21.523;R$ 10,25;;;
2015;3;5;12300;19.268;R$ 21,02;;;
2015;3;5;12800;12.865;R$ 10,19;;;
2015;3;5;12200;16.427;R$ 26,92;;;
2015;3;5;12200;15.231;R$ 26,92;;;
2015;3;5;12600;6.592;R$ 35,08;;;
2015;3;5;15700;67.000;R$ 7,97;;;
2015;3;5;12100;7.143;R$ 3,18;;;
2015;3;6;15400;116.000;R$ 7,99;;;
2015;3;6;12100;4.790;R$ 3,19;;;
2015;3;6;12800;17.891;R$ 9,71;;;
2015;3;6;12300;21.953;R$ 19,71;;;
2015;3;6;15500;38.000;R$ 16,02;;;
2015;3;6;15300;99.000;R$ 7,33;;;
2015;3;6;15200;65.000;R$ 62,12;;;
2015;3;6;15400;82.000;R$ 8,53;;;
2015;3;6;12800;10.240;R$ 9,71;;;
2015;3;6;12500;31.823;R$ 25,36;;;
2015;3;6;15500;59.000;R$ 14,93;;;
2015;3;6;12200;9.318;R$ 26,92;;;
2015;3;6;15500;127.000;R$ 15,36;;;
2015;3;6;12700;10.882;R$ 4,43;;;
2015;3;6;12400;3.403;R$ 16,31;;;
2015;3;6;12500;12.605;R$ 25,27;;;
2015;3;6;12700;21.341;R$ 4,56;;;
2015;3;6;12600;1.834;R$ 37,76;;;
2015;3;6;12400;11.681;R$ 15,37;;;
2015;3;6;12800;11.063;R$ 9,71;;;
2015;3;6;12800;23.209;R$ 9,71;;;
2015;3;6;12200;6.724;R$ 26,92;;;
2015;3;6;15400;66.000;R$ 7,62;;;
2015;3;6;15300;80.000;R$ 7,24;;;
2015;3;6;15700;11.000;R$ 8,48;;;
2015;3;6;12800;25.675;R$ 9,86;;;
2015;3;6;15200;20.000;R$ 68,99;;;
2015;3;6;15300;58.000;R$ 7,34;;;
2015;3;6;15500;118.000;R$ 14,93;;;
2015;3;6;15300;22.000;R$ 7,33;;;
2015;3;6;12600;26.626;R$ 37,44;;;
2015;3;6;12800;8.727;R$ 9,71;;;
2015;3;6;12800;0.752;R$ 10,40;;;
2015;3;6;15200;119.000;R$ 66,94;;;
2015;3;6;12300;9.514;R$ 19,71;;;
2015;3;6;12300;13.286;R$ 19,71;;;
2015;3;6;12200;1.175;R$ 26,92;;;
2015;3;6;12700;10.018;R$ 4,56;;;
2015;3;6;15500;83.000;R$ 14,93;;;
2015;3;6;12600;9.831;R$ 37,76;;;
2015;3;7;15100;70.000;R$ 7,55;;;
2015;3;7;15800;31.000;R$ 5,07;;;
2015;3;7;12600;4.854;R$ 36,09;;;
2015;3;7;15200;81.000;R$ 66,94;;;
2015;3;7;15600;135.000;R$ 9,30;;;
2015;3;7;15800;4.000;R$ 5,07;;;
2015;3;7;12200;0.181;R$ 26,92;;;
2015;3;7;15400;113.000;R$ 7,81;;;
2015;3;7;12200;23.665;R$ 26,92;;;
2015;3;7;12400;17.705;R$ 15,64;;;
2015;3;7;15500;64.000;R$ 14,93;;;
2015;3;7;12600;21.686;R$ 37,76;;;
2015;3;7;12600;23.296;R$ 37,76;;;
2015;3;7;15300;76.000;R$ 7,33;;;
2015;3;7;15100;56.000;R$ 7,55;;;
2015;3;7;12300;7.287;R$ 20,67;;;
2015;3;7;12200;22.289;R$ 26,47;;;
2015;3;7;15300;31.000;R$ 7,33;;;
2015;3;7;12100;15.163;R$ 3,19;;;
2015;3;7;12700;17.294;R$ 4,56;;;
2015;3;7;12800;9.936;R$ 9,71;;;
2015;3;7;12300;8.335;R$ 19,71;;;
2015;3;7;15500;147.000;R$ 14,47;;;
2015;3;7;15700;118.000;R$ 7,69;;;
2015;3;7;12500;15.096;R$ 24,36;;;
2015;3;7;12100;20.485;R$ 3,19;;;
2015;3;7;15400;5.000;R$ 7,51;;;
2015;3;7;12200;6.709;R$ 28,10;;;
2015;3;7;15200;105.000;R$ 66,94;;;
2015;3;7;12500;10.753;R$ 25,27;;;
2015;3;9;15200;61.000;R$ 66,94;;;
2015;3;9;15800;28.000;R$ 5,07;;;
2015;3;9;12500;7.480;R$ 25,27;;;
2015;3;9;12800;5.441;R$ 9,71;;;
2015;3;9;12800;17.047;R$ 9,71;;;
2015;3;9;15600;9.000;R$ 9,79;;;
2015;3;9;12100;11.243;R$ 3,19;;;
2015;3;9;15100;149.000;R$ 7,55;;;
2015;3;9;12800;19.619;R$ 9,53;;;
2015;3;9;12700;21.530;R$ 4,36;;;
2015;3;9;15500;130.000;R$ 14,93;;;
2015;3;9;15200;89.000;R$ 66,94;;;
2015;3;9;15200;94.000;R$ 66,94;;;
2015;3;9;12500;24.059;R$ 25,27;;;
2015;3;9;12200;21.240;R$ 26,09;;;
2015;3;9;15600;89.000;R$ 9,79;;;
2015;3;9;12600;30.665;R$ 37,76;;;
2015;3;9;12100;31.645;R$ 3,19;;;
2015;3;9;15700;138.000;R$ 7,97;;;
2015;3;9;15200;122.000;R$ 66,94;;;
2015;3;9;12100;18.588;R$ 3,19;;;
2015;3;9;12200;1.571;R$ 26,92;;;
2015;3;9;15400;62.000;R$ 7,99;;;
2015;3;9;15200;77.000;R$ 71,96;;;
2015;3;9;12100;14.774;R$ 3,19;;;
2015;3;9;12300;18.598;R$ 19,71;;;
2015;3;9;15500;95.000;R$ 14,79;;;
2015;3;9;12300;17.413;R$ 19,71;;;
2015;3;9;12700;26.618;R$ 4,43;;;
2015;3;9;15700;116.000;R$ 7,97;;;
2015;3;9;15500;102.000;R$ 14,93;;;
2015;3;9;12100;4.769;R$ 3,19;;;
2015;3;9;12100;1.444;R$ 3,19;;;
2015;3;9;15800;38.000;R$ 5,07;;;
2015;3;9;15700;138.000;R$ 7,97;;;
2015;3;9;15600;33.000;R$ 10,16;;;
2015;3;9;15600;72.000;R$ 9,44;;;
2015;3;9;12500;7.677;R$ 24,16;;;
2015;3;9;12500;8.201;R$ 25,27;;;
2015;3;9;15500;13.000;R$ 14,30;;;
2015;3;9;15600;97.000;R$ 9,46;;;
2015;3;9;12300;29.311;R$ 19,71;;;
2015;3;9;15600;108.000;R$ 9,77;;;
2015;3;9;12700;6.031;R$ 4,87;;;
2015;3;9;12200;4.898;R$ 26,92;;;
2015;3;10;15400;87.000;R$ 7,99;;;
2015;3;10;15300;144.000;R$ 7,33;;;
2015;3;10;12400;14.675;R$ 16,31;;;
2015;3;10;15800;25.000;R$ 5,07;;;
2015;3;10;15200;27.000;R$ 66,94;;;
2015;3;10;12800;10.494;R$ 9,74;;;
2015;3;10;15100;136.000;R$ 7,55;;;
2015;3;10;12600;14.119;R$ 37,76;;;
2015;3;10;15200;110.000;R$ 63,17;;;
2015;3;10;12200;5.777;R$ 26,92;;;
2015;3;10;15700;132.000;R$ 7,97;;;
2015;3;10;12300;0.522;R$ 19,71;;;
2015;3;10;12700;2.032;R$ 4,56;;;
2015;3;10;12600;11.240;R$ 37,76;;;
2015;3;10;15400;114.000;R$ 7,99;;;
2015;3;10;12600;24.415;R$ 37,76;;;
2015;3;10;12700;13.833;R$ 4,56;;;
2015;3;10;12300;3.884;R$ 19,80;;;
2015;3;10;15600;8.000;R$ 9,79;;;
2015;3;10;15800;35.000;R$ 5,07;;;
2015;3;10;15800;146.000;R$ 4,90;;;
2015;3;10;15400;94.000;R$ 8,33;;;
2015;3;10;12600;31.176;R$ 37,76;;;
2015;3;10;15400;62.000;R$ 7,99;;;
2015;3;10;15400;67.000;R$ 7,99;;;
2015;3;10;15200;121.000;R$ 64,22;;;
2015;3;10;12700;28.997;R$ 4,56;;;
2015;3;10;12600;17.687;R$ 40,26;;;
2015;3;10;12500;4.467;R$ 26,94;;;
2015;3;10;15400;63.000;R$ 7,99;;;
2015;3;10;12200;0.783;R$ 26,92;;;
2015;3;10;15700;129.000;R$ 8,02;;;
2015;3;11;12300;31.871;R$ 19,71;;;
2015;3;11;15400;41.000;R$ 7,99;;;
2015;3;11;15100;132.000;R$ 7,55;;;
2015;3;11;15800;87.000;R$ 5,07;;;
2015;3;11;15600;85.000;R$ 9,64;;;
2015;3;11;12700;23.793;R$ 4,87;;;
2015;3;11;12300;30.545;R$ 20,60;;;
2015;3;11;15800;16.000;R$ 5,07;;;
2015;3;11;12700;8.685;R$ 4,56;;;
2015;3;11;15100;88.000;R$ 8,04;;;
2015;3;11;12600;4.731;R$ 37,76;;;
2015;3;11;15400;120.000;R$ 8,38;;;
2015;3;11;12700;8.436;R$ 4,56;;;
2015;3;11;15400;51.000;R$ 7,99;;;
2015;3;11;15800;41.000;R$ 5,41;;;
2015;3;11;12700;6.804;R$ 4,56;;;
2015;3;11;15700;122.000;R$ 7,97;;;
2015;3;11;15700;6.000;R$ 7,97;;;
2015;3;11;12200;28.218;R$ 26,92;;;
2015;3;11;12200;5.094;R$ 25,95;;;
2015;3;11;15600;100.000;R$ 9,79;;;
2015;3;11;12100;25.966;R$ 3,19;;;
2015;3;11;15400;77.000;R$ 8,11;;;
2015;3;11;12100;19.834;R$ 3,19;;;
2015;3;11;12500;26.437;R$ 25,27;;;
2015;3;11;15100;30.000;R$ 7,55;;;
2015;3;11;12500;30.814;R$ 25,27;;;
2015;3;11;15600;23.000;R$ 9,79;;;
2015;3;11;12400;8.042;R$ 16,31;;;
2015;3;11;15100;72.000;R$ 7,85;;;
2015;3;11;15800;64.000;R$ 5,07;;;
2015;3;11;15100;118.000;R$ 7,55;;;
2015;3;11;12600;7.520;R$ 37,76;;;
2015;3;11;15200;113.000;R$ 66,94;;;
2015;3;11;15800;24.000;R$ 5,07;;;
2015;3;11;15700;26.000;R$ 7,97;;;
2015;3;11;15700;42.000;R$ 7,59;;;
2015;3;11;12600;13.292;R$ 37,76;;;
2015;3;11;15300;105.000;R$ 7,56;;;
2015;3;11;15500;36.000;R$ 14,98;;;
2015;3;11;12800;19.209;R$ 9,79;;;
2015;3;11;12800;12.223;R$ 9,71;;;
2015;3;11;15700;84.000;R$ 7,97;;;
2015;3;11;15500;133.000;R$ 14,93;;;
2015;3;11;12400;30.157;R$ 15,47;;;
2015;3;11;12400;13.447;R$ 16,01;;;
2015;3;12;12400;17.453;R$ 16,31;;;
2015;3;12;12800;7.932;R$ 10,20;;;
2015;3;12;12300;8.212;R$ 19,71;;;
2015;3;12;15800;150.000;R$ 5,07;;;
2015;3;12;15500;117.000;R$ 15,75;;;
2015;3;12;12700;19.548;R$ 4,56;;;
2015;3;12;15300;85.000;R$ 7,33;;;
2015;3;12;12400;29.667;R$ 15,32;;;
2015;3;12;15200;101.000;R$ 66,94;;;
2015;3;12;15100;129.000;R$ 8,02;;;
2015;3;12;12600;25.640;R$ 37,76;;;
2015;3;12;15300;20.000;R$ 7,33;;;
2015;3;12;12500;6.777;R$ 24,29;;;
2015;3;12;12500;25.660;R$ 25,27;;;
2015;3;12;12400;6.290;R$ 16,31;;;
2015;3;12;12400;2.569;R$ 16,31;;;
2015;3;12;15600;59.000;R$ 9,79;;;
2015;3;12;15300;104.000;R$ 7,33;;;
2015;3;12;12800;28.820;R$ 9,45;;;
2015;3;12;12500;3.579;R$ 25,27;;;
2015;3;12;15200;141.000;R$ 66,94;;;
2015;3;12;12600;17.967;R$ 38,91;;;
2015;3;12;12100;29.110;R$ 3,19;;;
2015;3;12;15100;6.000;R$ 7,41;;;
2015;3;12;12800;14.727;R$ 9,71;;;
2015;3;12;12200;20.806;R$ 28,77;;;
2015;3;12;12800;0.750;R$ 9,36;;;
2015;3;12;12600;5.877;R$ 37,76;;;
2015;3;12;12800;18.291;R$ 9,71;;;
2015;3;12;12800;8.084;R$ 9,71;;;
2015;3;12;12300;20.390;R$ 19,71;;;
2015;3;12;12700;6.262;R$ 4,56;;;
2015;3;12;12100;18.645;R$ 3,26;;;
2015;3;12;15200;121.000;R$ 66,94;;;
2015;3;13;15700;24.000;R$ 8,24;;;
2015;3;13;12400;25.711;R$ 15,47;;;
2015;3;13;15800;117.000;R$ 5,07;;;
2015;3;13;12600;29.155;R$ 38,80;;;
2015;3;13;15700;86.000;R$ 7,97;;;
2015;3;13;15500;57.000;R$ 14,93;;;
2015;3;13;15700;13.000;R$ 7,97;;;
2015;3;13;12400;4.355;R$ 16,31;;;
2015;3;13;15600;60.000;R$ 9,89;;;
2015;3;13;12500;17.507;R$ 25,40;;;
2015;3;13;12400;29.350;R$ 16,31;;;
2015;3;13;15800;100.000;R$ 5,42;;;
2015;3;13;12400;0.556;R$ 16,31;;;
2015;3;13;12800;18.111;R$ 9,79;;;
2015;3;13;15300;26.000;R$ 7,33;;;
2015;3;13;15400;2.000;R$ 7,99;;;
2015;3;13;15600;32.000;R$ 10,09;;;
2015;3;13;12700;16.762;R$ 4,36;;;
2015;3;13;12400;17.790;R$ 16,83;;;
2015;3;13;12200;17.804;R$ 26,92;;;
2015;3;13;12100;5.225;R$ 3,19;;;
2015;3;13;12400;14.435;R$ 17,04;;;
2015;3;13;12100;2.745;R$ 3,19;;;
2015;3;13;15100;90.000;R$ 7,55;;;
2015;3;13;15700;52.000;R$ 8,32;;;
2015;3;13;15600;84.000;R$ 9,79;;;
2015;3;13;15200;101.000;R$ 66,94;;;
2015;3;13;12700;29.651;R$ 4,87;;;
2015;3;13;12800;0.919;R$ 9,54;;;
2015;3;13;15200;116.000;R$ 68,43;;;
2015;3;13;12300;14.928;R$ 19,71;;;
2015;3;13;15800;99.000;R$ 5,07;;;
2015;3;13;12800;26.085;R$ 10,26;;;
2015;3;13;12100;10.815;R$ 3,19;;;
2015;3;13;15400;142.000;R$ 7,99;;;
2015;3;13;12600;20.719;R$ 39,53;;;
2015;3;13;15100;86.000;R$ 7,71;;;
2015;3;13;12100;1.624;R$ 3,01;;;
2015;3;13;15400;85.000;R$ 7,72;;;
2015;3;13;15300;148.000;R$ 7,33;;;
2015;3;13;15100;69.000;R$ 7,55;;;
2015;3;13;15600;14.000;R$ 9,66;;;
2015;3;13;15800;13.000;R$ 5,07;;;
2015;3;13;15800;80.000;R$ 5,07;;;
2015;3;13;12500;28.862;R$ 25,27;;;
2015;3;14;15800;9.000;R$ 5,07;;;
2015;3;14;12300;22.121;R$ 19,71;;;
2015;3;14;12100;9.328;R$ 3,19;;;
2015;3;14;15800;134.000;R$ 5,07;;;
2015;3;14;12400;10.952;R$ 15,68;;;
2015;3;14;12400;21.630;R$ 16,36;;;
2015;3;14;12400;21.337;R$ 16,31;;;
2015;3;14;12600;25.057;R$ 37,76;;;
2015;3;14;12200;1.566;R$ 26,92;;;
2015;3;14;15700;34.000;R$ 7,97;;;
2015;3;14;12400;30.823;R$ 16,31;;;
2015;3;14;15800;66.000;R$ 5,07;;;
2015;3;14;12200;3.324;R$ 26,92;;;
2015;3;14;15100;123.000;R$ 7,55;;;
2015;3;14;12400;24.611;R$ 16,31;;;
2015;3;14;15100;78.000;R$ 7,80;;;
2015;3;14;12100;12.625;R$ 3,19;;;
2015;3;14;12500;19.861;R$ 25,27;;;
2015;3;14;15400;119.000;R$ 7,99;;;
2015;3;14;12800;20.941;R$ 9,29;;;
2015;3;14;15600;114.000;R$ 10,51;;;
2015;3;14;12200;8.377;R$ 26,92;;;
2015;3;14;12500;14.881;R$ 26,81;;;
2015;3;14;12100;7.318;R$ 3,19;;;
2015;3;14;12300;9.890;R$ 19,71;;;
2015;3;14;12400;20.167;R$ 16,31;;;
2015;3;14;15600;146.000;R$ 9,79;;;
2015;3;14;12400;23.588;R$ 16,31;;;
2015;3;14;12700;17.761;R$ 4,56;;;
2015;3;14;15400;63.000;R$ 7,99;;;
2015;3;14;12600;31.484;R$ 35,11;;;
2015;3;14;12500;26.174;R$ 25,27;;;
2015;3;14;12500;17.856;R$ 25,27;;;
2015;3;14;12800;30.737;R$ 9,71;;;
2015;3;14;15400;77.000;R$ 7,99;;;
2015;3;14;12300;7.439;R$ 19,71;;;
2015;3;16;12700;1.782;R$ 4,56;;;
2015;3;16;15500;97.000;R$ 15,20;;;
2015;3;16;12700;30.062;R$ 4,48;;;
2015;3;16;15800;22.000;R$ 5,39;;;
2015;3;16;15400;17.000;R$ 7,50;;;
2015;3;16;12200;15.367;R$ 26,92;;;
2015;3;16;15500;108.000;R$ 14,93;;;
2015;3;16;15400;120.000;R$ 7,99;;;
2015;3;16;12500;26.877;R$ 25,27;;;
2015;3;16;12700;30.675;R$ 4,56;;;
2015;3;16;12400;28.633;R$ 16,31;;;
2015;3;16;15400;102.000;R$ 7,93;;;
2015;3;16;12600;12.343;R$ 37,76;;;
2015;3;16;15400;33.000;R$ 7,99;;;
2015;3;16;15400;78.000;R$ 7,60;;;
2015;3;16;12500;7.678;R$ 23,59;;;
2015;3;16;12600;19.883;R$ 38,14;;;
2015;3;16;12500;16.425;R$ 24,65;;;
2015;3;16;12200;12.520;R$ 27,08;;;
2015;3;16;15400;36.000;R$ 8,47;;;
2015;3;16;15200;29.000;R$ 66,94;;;
2015;3;16;12400;23.304;R$ 16,31;;;
2015;3;16;12800;2.452;R$ 9,71;;;
2015;3;16;12200;17.068;R$ 28,48;;;
2015;3;16;15300;11.000;R$ 7,33;;;
2015;3;16;15500;122.000;R$ 14,93;;;
2015;3;16;12500;11.980;R$ 23,89;;;
2015;3;16;15800;16.000;R$ 5,07;;;
2015;3;16;12400;6.034;R$ 16,31;;;
2015;3;16;12100;2.158;R$ 3,19;;;
2015;3;16;12500;13.017;R$ 25,27;;;
2015;3;16;15100;43.000;R$ 7,60;;;
2015;3;16;12800;22.199;R$ 9,57;;;
2015;3;16;12400;12.252;R$ 16,31;;;
2015;3;16;15200;97.000;R$ 66,94;;;
2015;3;16;12700;29.830;R$ 4,56;;;
2015;3;16;12100;23.876;R$ 3,19;;;
2015;3;17;15600;150.000;R$ 9,79;;;
2015;3;17;12600;29.123;R$ 38,98;;;
2015;3;17;12800;22.007;R$ 9,71;;;
2015;3;17;12300;15.918;R$ 19,71;;;
2015;3;17;15100;128.000;R$ 7,77;;;
2015;3;17;12800;7.572;R$ 9,71;;;
2015;3;17;15600;120.000;R$ 9,41;;;
2015;3;17;15200;78.000;R$ 66,94;;;
2015;3;17;15700;50.000;R$ 7,97;;;
2015;3;17;15500;36.000;R$ 14,93;;;
2015;3;17;12400;9.883;R$ 16,31;;;
2015;3;17;12300;27.452;R$ 19,71;;;
2015;3;17;15800;9.000;R$ 5,21;;;
2015;3;17;12800;6.588;R$ 9,71;;;
2015;3;17;15600;26.000;R$ 9,60;;;
2015;3;17;15600;96.000;R$ 9,30;;;
2015;3;17;15300;85.000;R$ 7,31;;;
2015;3;17;12500;31.858;R$ 25,06;;;
2015;3;17;12700;19.953;R$ 4,75;;;
2015;3;17;15400;112.000;R$ 7,99;;;
2015;3;17;15200;39.000;R$ 66,94;;;
2015;3;17;15500;124.000;R$ 15,15;;;
2015;3;17;15700;139.000;R$ 7,97;;;
2015;3;17;12600;3.381;R$ 37,76;;;
2015;3;17;15700;123.000;R$ 7,97;;;
2015;3;17;15300;36.000;R$ 6,93;;;
2015;3;17;12800;21.256;R$ 9,71;;;
2015;3;17;15600;133.000;R$ 9,79;;;
2015;3;17;12700;24.463;R$ 4,56;;;
2015;3;17;12600;0.805;R$ 37,76;;;
2015;3;17;12300;10.712;R$ 19,71;;;
2015;3;17;12300;6.074;R$ 19,71;;;
2015;3;17;12200;16.815;R$ 26,92;;;
2015;3;17;12400;17.324;R$ 16,94;;;
2015;3;17;15500;63.000;R$ 14,93;;;
2015;3;17;12500;5.013;R$ 26,68;;;
2015;3;18;15800;4.000;R$ 5,07;;;
2015;3;18;15100;58.000;R$ 7,55;;;
2015;3;18;15400;89.000;R$ 7,99;;;
2015;3;18;15500;70.000;R$ 15,56;;;
2015;3;18;15300;8.000;R$ 7,33;;;
2015;3;18;15800;90.000;R$ 5,07;;;
2015;3;18;12600;2.133;R$ 39,29;;;
2015;3;18;15700;71.000;R$ 7,97;;;
2015;3;18;12300;4.488;R$ 19,71;;;
2015;3;18;12600;4.100;R$ 37,86;;;
2015;3;18;12600;16.222;R$ 37,76;;;
2015;3;18;15600;82.000;R$ 9,79;;;
2015;3;18;15400;31.000;R$ 7,95;;;
2015;3;18;15100;50.000;R$ 7,55;;;
2015;3;18;15100;115.000;R$ 7,55;;;
2015;3;18;12800;1.263;R$ 9,30;;;
2015;3;18;15300;59.000;R$ 7,59;;;
2015;3;18;12200;8.291;R$ 26,92;;;
2015;3;18;12600;24.100;R$ 37,76;;;
2015;3;18;12500;6.920;R$ 25,27;;;
2015;3;18;12800;20.853;R$ 9,71;;;
2015;3;18;12500;13.904;R$ 25,27;;;
2015;3;18;15300;133.000;R$ 7,33;;;
2015;3;18;12400;19.811;R$ 16,31;;;
2015;3;18;15200;2.000;R$ 61,99;;;
2015;3;18;15800;78.000;R$ 4,77;;;
2015;3;18;12400;15.025;R$ 16,31;;;
2015;3;18;15600;107.000;R$ 9,79;;;
2015;3;18;12100;4.979;R$ 3,19;;;
2015;3;18;15100;38.000;R$ 7,88;;;
2015;3;18;15300;87.000;R$ 7,33;;;
2015;3;18;12300;17.359;R$ 19,71;;;
2015;3;18;12500;21.292;R$ 25,27;;;
2015;3;18;12200;18.988;R$ 26,92;;;
2015;3;18;15600;69.000;R$ 9,79;;;
2015;3;18;15500;148.000;R$ 14,93;;;
2015;3;18;15300;93.000;R$ 7,61;;;
2015;3;18;12300;10.834;R$ 19,18;;;
2015;3;19;15500;132.000;R$ 14,93;;;
2015;3;19;15400;85.000;R$ 7,86;;;
2015;3;19;15600;26.000;R$ 9,79;;;
2015;3;19;12800;6.642;R$ 9,71;;;
2015;3;19;12500;22.296;R$ 25,27;;;
2015;3;19;15800;24.000;R$ 5,07;;;
2015;3;19;12300;16.895;R$ 19,71;;;
2015;3;19;12200;22.447;R$ 26,92;;;
2015;3;19;15300;27.000;R$ 7,33;;;
2015;3;19;12100;20.919;R$ 3,19;;;
2015;3;19;12600;4.901;R$ 37,76;;;
2015;3;19;15100;62.000;R$ 7,55;;;
2015;3;19;15800;4.000;R$ 5,07;;;
2015;3;19;15100;67.000;R$ 7,55;;;
2015;3;19;12500;10.604;R$ 25,27;;;
2015;3;19;12200;24.853;R$ 26,92;;;
2015;3;19;15800;113.000;R$ 5,07;;;
2015;3;19;15800;116.000;R$ 4,80;;;
2015;3;19;15600;5.000;R$ 10,47;;;
2015;3;19;12400;20.354;R$ 16,31;;;
2015;3;19;12100;21.898;R$ 3,29;;;
